City,Driverid (Geolocation),Event,State,Truckid (Geolocation),Event Ind,Idling Ind,Latitude,Longitude,Velocity
San Fernando,A21,normal,California,A21,0,0,36.471865,-116.196595,16
San Fernando,A75,normal,California,A75,0,0,36.471865,-116.196595,48
San Fernando,A75,normal,California,A75,0,0,36.471865,-116.196595,42
San Fernando,A84,normal,California,A84,0,0,36.471865,-116.196595,35
San Fernando,A21,normal,California,A21,0,0,36.471865,-116.196595,29
San Fernando,A3,normal,California,A3,0,1,36.471865,-116.196595,0
San Fernando,A30,normal,California,A30,0,1,36.471865,-116.196595,0
San Fernando,A61,normal,California,A61,0,0,36.471865,-116.196595,42
San Fernando,A34,normal,California,A34,0,1,36.471865,-116.196595,0
San Fernando,A2,normal,California,A2,0,1,36.471865,-116.196595,0
San Fernando,A71,normal,California,A71,0,0,36.471865,-116.196595,53
San Fernando,A53,normal,California,A53,0,0,36.471865,-116.196595,54
San Fernando,A26,normal,California,A26,0,0,36.471865,-116.196595,58
San Fernando,A3,normal,California,A3,0,0,36.471865,-116.196595,43
San Fernando,A3,normal,California,A3,0,0,36.471865,-116.196595,71
San Fernando,A48,normal,California,A48,0,0,36.471865,-116.196595,22
San Fernando,A88,normal,California,A88,0,1,36.471865,-116.196595,0
San Fernando,A30,normal,California,A30,0,0,36.471865,-116.196595,17
San Fernando,A76,normal,California,A76,0,0,36.471865,-116.196595,29
San Fernando,A2,normal,California,A2,0,0,36.471865,-116.196595,54
San Fernando,A76,normal,California,A76,0,0,36.471865,-116.196595,32
San Fernando,A44,normal,California,A44,0,1,36.471865,-116.196595,0
San Fernando,A63,normal,California,A63,0,1,36.471865,-116.196595,0
San Fernando,A21,normal,California,A21,0,0,36.471865,-116.196595,16
San Fernando,A52,normal,California,A52,0,0,36.471865,-116.196595,31
San Fernando,A84,normal,California,A84,0,0,36.471865,-116.196595,15
San Fernando,A17,normal,California,A17,0,0,36.471865,-116.196595,55
San Fernando,A44,normal,California,A44,0,1,36.471865,-116.196595,0
San Fernando,A7,normal,California,A7,0,1,36.471865,-116.196595,0
San Fernando,A25,normal,California,A25,0,0,36.471865,-116.196595,66
San Fernando,A25,normal,California,A25,0,0,36.471865,-116.196595,70
San Fernando,A72,normal,California,A72,0,1,36.471865,-116.196595,0
San Fernando,A71,normal,California,A71,0,0,36.471865,-116.196595,43
San Fernando,A52,normal,California,A52,0,0,36.471865,-116.196595,45
San Fernando,A76,normal,California,A76,0,0,36.471865,-116.196595,68
San Fernando,A71,unsafe following distance,California,A71,1,1,36.471865,-116.196595,0
San Fernando,A7,normal,California,A7,0,0,36.471865,-116.196595,23
San Fernando,A75,normal,California,A75,0,0,36.471865,-116.196595,43
San Fernando,A84,normal,California,A84,0,1,36.471865,-116.196595,0
San Fernando,A94,normal,California,A94,0,0,36.471865,-116.196595,61
San Fernando,A99,normal,California,A99,0,0,36.471865,-116.196595,46
San Fernando,A61,normal,California,A61,0,0,36.471865,-116.196595,46
San Fernando,A71,normal,California,A71,0,0,36.471865,-116.196595,21
San Fernando,A25,normal,California,A25,0,0,36.471865,-116.196595,51
San Fernando,A3,normal,California,A3,0,0,36.471865,-116.196595,60
San Fernando,A48,normal,California,A48,0,0,36.471865,-116.196595,54
San Fernando,A72,overspeed,California,A72,1,0,36.471865,-116.196595,89
San Fernando,A17,normal,California,A17,0,1,36.471865,-116.196595,0
San Fernando,A94,normal,California,A94,0,1,36.471865,-116.196595,0
San Fernando,A88,unsafe following distance,California,A88,1,0,36.471865,-116.196595,59
San Fernando,A63,normal,California,A63,0,0,36.471865,-116.196595,43
San Fernando,A76,normal,California,A76,0,1,36.471865,-116.196595,0
San Fernando,A7,normal,California,A7,0,0,36.471865,-116.196595,60
San Fernando,A94,normal,California,A94,0,1,36.471865,-116.196595,0
San Fernando,A7,unsafe tail distance,California,A7,1,0,36.471865,-116.196595,53
San Fernando,A79,normal,California,A79,0,0,36.471865,-116.196595,73
San Fernando,A48,normal,California,A48,0,0,36.471865,-116.196595,71
San Fernando,A79,normal,California,A79,0,0,36.471865,-116.196595,68
San Fernando,A57,normal,California,A57,0,0,36.471865,-116.196595,60
San Fernando,A11,normal,California,A11,0,0,36.471865,-116.196595,55
San Fernando,A21,normal,California,A21,0,0,36.471865,-116.196595,70
San Fernando,A48,normal,California,A48,0,1,36.471865,-116.196595,0
San Fernando,A52,normal,California,A52,0,0,36.471865,-116.196595,47
San Fernando,A3,normal,California,A3,0,1,36.471865,-116.196595,0
San Fernando,A76,normal,California,A76,0,0,36.471865,-116.196595,73
San Fernando,A80,normal,California,A80,0,1,36.471865,-116.196595,0
San Fernando,A98,normal,California,A98,0,1,36.471865,-116.196595,0
San Fernando,A71,normal,California,A71,0,0,36.471865,-116.196595,27
San Fernando,A57,normal,California,A57,0,1,36.471865,-116.196595,0
San Fernando,A90,normal,California,A90,0,1,36.471865,-116.196595,0
San Fernando,A84,normal,California,A84,0,1,36.471865,-116.196595,0
San Fernando,A7,normal,California,A7,0,0,36.471865,-116.196595,29
San Fernando,A98,normal,California,A98,0,0,36.471865,-116.196595,62
San Fernando,A57,normal,California,A57,0,1,36.471865,-116.196595,0
San Fernando,A84,overspeed,California,A84,1,0,36.471865,-116.196595,88
San Fernando,A21,normal,California,A21,0,0,36.471865,-116.196595,47
San Fernando,A7,normal,California,A7,0,1,36.471865,-116.196595,0
San Fernando,A98,normal,California,A98,0,0,36.471865,-116.196595,43
San Fernando,A52,normal,California,A52,0,0,36.471865,-116.196595,40
San Fernando,A30,unsafe following distance,California,A30,1,1,36.471865,-116.196595,0
San Fernando,A67,normal,California,A67,0,0,36.471865,-116.196595,74
San Fernando,A80,normal,California,A80,0,1,36.471865,-116.196595,0
San Fernando,A21,normal,California,A21,0,1,36.471865,-116.196595,0
San Fernando,A30,normal,California,A30,0,1,36.471865,-116.196595,0
San Fernando,A3,normal,California,A3,0,0,36.471865,-116.196595,16
San Fernando,A11,normal,California,A11,0,0,36.471865,-116.196595,29
San Fernando,A98,normal,California,A98,0,1,36.471865,-116.196595,0
San Fernando,A57,normal,California,A57,0,0,36.471865,-116.196595,41
San Fernando,A34,normal,California,A34,0,1,36.471865,-116.196595,0
San Fernando,A30,lane departure,California,A30,1,0,36.471865,-116.196595,41
San Fernando,A76,normal,California,A76,0,1,36.471865,-116.196595,0
San Fernando,A2,normal,California,A2,0,0,36.471865,-116.196595,26
San Fernando,A3,normal,California,A3,0,0,36.471865,-116.196595,71
San Fernando,A88,lane departure,California,A88,1,0,36.471865,-116.196595,68
San Fernando,A71,normal,California,A71,0,0,36.471865,-116.196595,60
San Fernando,A94,normal,California,A94,0,0,36.471865,-116.196595,35
San Fernando,A57,normal,California,A57,0,0,36.471865,-116.196595,60
San Fernando,A90,normal,California,A90,0,0,36.471865,-116.196595,57
San Fernando,A2,normal,California,A2,0,1,36.471865,-116.196595,0
San Fernando,A76,normal,California,A76,0,1,36.471865,-116.196595,0
San Fernando,A2,normal,California,A2,0,0,36.471865,-116.196595,33
San Fernando,A34,normal,California,A34,0,1,36.471865,-116.196595,0
San Fernando,A79,normal,California,A79,0,1,36.471865,-116.196595,0
San Fernando,A61,normal,California,A61,0,0,36.471865,-116.196595,18
San Fernando,A34,normal,California,A34,0,1,36.471865,-116.196595,0
San Fernando,A34,normal,California,A34,0,0,36.471865,-116.196595,56
San Fernando,A26,normal,California,A26,0,0,36.471865,-116.196595,43
San Fernando,A11,normal,California,A11,0,0,36.471865,-116.196595,17
San Fernando,A75,normal,California,A75,0,0,36.471865,-116.196595,71
San Fernando,A48,normal,California,A48,0,1,36.471865,-116.196595,0
San Fernando,A67,normal,California,A67,0,0,36.471865,-116.196595,31
San Fernando,A7,normal,California,A7,0,0,36.471865,-116.196595,17
San Fernando,A98,normal,California,A98,0,0,36.471865,-116.196595,37
San Fernando,A80,normal,California,A80,0,0,36.471865,-116.196595,50
San Fernando,A84,normal,California,A84,0,0,36.471865,-116.196595,69
San Fernando,A75,normal,California,A75,0,0,36.471865,-116.196595,55
San Fernando,A25,unsafe tail distance,California,A25,1,0,36.471865,-116.196595,15
San Fernando,A53,normal,California,A53,0,1,36.471865,-116.196595,0
San Fernando,A88,normal,California,A88,0,1,36.471865,-116.196595,0
San Fernando,A2,normal,California,A2,0,1,36.471865,-116.196595,0
San Fernando,A80,normal,California,A80,0,0,36.471865,-116.196595,75
San Fernando,A11,normal,California,A11,0,0,36.471865,-116.196595,19
San Fernando,A67,normal,California,A67,0,0,36.471865,-116.196595,70
Holtville,A71,normal,California,A71,0,0,32.811161,-115.380264,73
Holtville,A63,normal,California,A63,0,0,32.811161,-115.380264,31
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,55
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,64
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,54
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,41
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,37
Holtville,A67,normal,California,A67,0,0,32.811161,-115.380264,39
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,41
Holtville,A67,overspeed,California,A67,1,0,32.811161,-115.380264,77
Holtville,A71,normal,California,A71,0,0,32.811161,-115.380264,58
Holtville,A63,normal,California,A63,0,0,32.811161,-115.380264,32
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,35
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,23
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,35
Holtville,A67,normal,California,A67,0,0,32.811161,-115.380264,16
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,25
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,49
Holtville,A71,normal,California,A71,0,1,32.811161,-115.380264,0
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,19
Holtville,A17,normal,California,A17,0,1,32.811161,-115.380264,0
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,50
Holtville,A71,normal,California,A71,0,1,32.811161,-115.380264,0
Holtville,A94,normal,California,A94,0,0,32.811161,-115.380264,73
Holtville,A52,normal,California,A52,0,1,32.811161,-115.380264,0
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,61
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,45
Holtville,A75,normal,California,A75,0,1,32.811161,-115.380264,0
Holtville,A94,normal,California,A94,0,0,32.811161,-115.380264,63
Holtville,A75,normal,California,A75,0,1,32.811161,-115.380264,0
Holtville,A67,normal,California,A67,0,0,32.811161,-115.380264,59
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,49
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,55
Holtville,A90,normal,California,A90,0,0,32.811161,-115.380264,40
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Holtville,A40,normal,California,A40,0,1,32.811161,-115.380264,0
Holtville,A75,overspeed,California,A75,1,0,32.811161,-115.380264,91
Holtville,A90,normal,California,A90,0,0,32.811161,-115.380264,70
Holtville,A67,normal,California,A67,0,1,32.811161,-115.380264,0
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,61
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,57
Holtville,A98,normal,California,A98,0,0,32.811161,-115.380264,69
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,23
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,39
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,60
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,40
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,37
Holtville,A75,normal,California,A75,0,1,32.811161,-115.380264,0
Holtville,A21,normal,California,A21,0,1,32.811161,-115.380264,0
Holtville,A98,normal,California,A98,0,1,32.811161,-115.380264,0
Holtville,A75,normal,California,A75,0,0,32.811161,-115.380264,55
Holtville,A67,normal,California,A67,0,1,32.811161,-115.380264,0
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,67
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,60
Holtville,A98,normal,California,A98,0,1,32.811161,-115.380264,0
Holtville,A67,normal,California,A67,0,0,32.811161,-115.380264,49
Holtville,A36,normal,California,A36,0,0,32.811161,-115.380264,41
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,43
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,25
Holtville,A48,normal,California,A48,0,1,32.811161,-115.380264,0
Holtville,A98,normal,California,A98,0,1,32.811161,-115.380264,0
Holtville,A71,lane departure,California,A71,1,0,32.811161,-115.380264,24
Holtville,A36,normal,California,A36,0,0,32.811161,-115.380264,45
Holtville,A71,normal,California,A71,0,1,32.811161,-115.380264,0
Holtville,A98,normal,California,A98,0,0,32.811161,-115.380264,34
Holtville,A71,normal,California,A71,0,1,32.811161,-115.380264,0
Holtville,A40,normal,California,A40,0,0,32.811161,-115.380264,54
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,24
Holtville,A75,normal,California,A75,0,0,32.811161,-115.380264,63
Holtville,A17,normal,California,A17,0,1,32.811161,-115.380264,0
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,15
Holtville,A75,normal,California,A75,0,0,32.811161,-115.380264,20
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,51
Holtville,A21,normal,California,A21,0,0,32.811161,-115.380264,51
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,62
Jacumba,A2,normal,California,A2,0,0,32.61768,-116.187424,50
Jacumba,A59,normal,California,A59,0,0,32.61768,-116.187424,39
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,46
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,74
Jacumba,A44,normal,California,A44,0,1,32.61768,-116.187424,0
Jacumba,A67,normal,California,A67,0,0,32.61768,-116.187424,21
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,45
Jacumba,A44,normal,California,A44,0,1,32.61768,-116.187424,0
Jacumba,A63,unsafe following distance,California,A63,1,1,32.61768,-116.187424,0
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,45
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,37
Jacumba,A71,normal,California,A71,0,1,32.61768,-116.187424,0
Jacumba,A71,normal,California,A71,0,1,32.61768,-116.187424,0
Jacumba,A21,normal,California,A21,0,0,32.61768,-116.187424,31
Jacumba,A67,normal,California,A67,0,0,32.61768,-116.187424,61
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,41
Jacumba,A75,normal,California,A75,0,1,32.61768,-116.187424,0
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,59
Jacumba,A25,normal,California,A25,0,0,32.61768,-116.187424,29
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,73
Jacumba,A63,unsafe following distance,California,A63,1,0,32.61768,-116.187424,28
Jacumba,A2,normal,California,A2,0,0,32.61768,-116.187424,58
Jacumba,A56,normal,California,A56,0,1,32.61768,-116.187424,0
Jacumba,A17,normal,California,A17,0,1,32.61768,-116.187424,0
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,16
Jacumba,A63,normal,California,A63,0,1,32.61768,-116.187424,0
Jacumba,A71,normal,California,A71,0,0,32.61768,-116.187424,47
Jacumba,A2,normal,California,A2,0,1,32.61768,-116.187424,0
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,62
Jacumba,A2,normal,California,A2,0,0,32.61768,-116.187424,56
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,16
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,43
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,67
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,62
Jacumba,A21,normal,California,A21,0,0,32.61768,-116.187424,39
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,19
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,48
Jacumba,A21,normal,California,A21,0,0,32.61768,-116.187424,64
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,15
Jacumba,A83,normal,California,A83,0,0,32.61768,-116.187424,22
Jacumba,A13,normal,California,A13,0,0,32.61768,-116.187424,70
Jacumba,A94,normal,California,A94,0,1,32.61768,-116.187424,0
Jacumba,A90,normal,California,A90,0,0,32.61768,-116.187424,75
Jacumba,A60,normal,California,A60,0,0,32.61768,-116.187424,16
Jacumba,A98,normal,California,A98,0,1,32.61768,-116.187424,0
Jacumba,A67,normal,California,A67,0,1,32.61768,-116.187424,0
Jacumba,A63,normal,California,A63,0,0,32.61768,-116.187424,20
Jacumba,A83,normal,California,A83,0,0,32.61768,-116.187424,30
Jacumba,A59,normal,California,A59,0,1,32.61768,-116.187424,0
Jacumba,A17,normal,California,A17,0,1,32.61768,-116.187424,0
Jacumba,A52,normal,California,A52,0,1,32.61768,-116.187424,0
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,32
Jacumba,A63,normal,California,A63,0,0,32.61768,-116.187424,15
Jacumba,A33,normal,California,A33,0,1,32.61768,-116.187424,0
Jacumba,A21,normal,California,A21,0,1,32.61768,-116.187424,0
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,31
Jacumba,A6,normal,California,A6,0,0,32.61768,-116.187424,38
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,39
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,15
Jacumba,A90,normal,California,A90,0,1,32.61768,-116.187424,0
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,61
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,43
Jacumba,A6,normal,California,A6,0,0,32.61768,-116.187424,39
Jacumba,A90,normal,California,A90,0,0,32.61768,-116.187424,58
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,67
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,55
Jacumba,A2,normal,California,A2,0,0,32.61768,-116.187424,28
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,35
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,73
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,32
Jacumba,A83,normal,California,A83,0,0,32.61768,-116.187424,68
Jacumba,A48,overspeed,California,A48,1,0,32.61768,-116.187424,88
Jacumba,A29,lane departure,California,A29,1,1,32.61768,-116.187424,0
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,41
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,42
Jacumba,A6,normal,California,A6,0,0,32.61768,-116.187424,51
Jacumba,A75,normal,California,A75,0,1,32.61768,-116.187424,0
Jacumba,A98,unsafe following distance,California,A98,1,0,32.61768,-116.187424,28
Jacumba,A2,normal,California,A2,0,1,32.61768,-116.187424,0
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,45
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,29
Jacumba,A63,normal,California,A63,0,1,32.61768,-116.187424,0
Jacumba,A79,normal,California,A79,0,0,32.61768,-116.187424,32
Jacumba,A98,normal,California,A98,0,1,32.61768,-116.187424,0
Jacumba,A44,normal,California,A44,0,1,32.61768,-116.187424,0
Jacumba,A71,normal,California,A71,0,1,32.61768,-116.187424,0
Jacumba,A67,normal,California,A67,0,1,32.61768,-116.187424,0
Jacumba,A71,normal,California,A71,0,1,32.61768,-116.187424,0
Jacumba,A40,normal,California,A40,0,0,32.61768,-116.187424,70
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,53
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,55
Jacumba,A60,normal,California,A60,0,0,32.61768,-116.187424,53
Jacumba,A40,normal,California,A40,0,0,32.61768,-116.187424,55
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,50
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,42
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,37
Jacumba,A71,normal,California,A71,0,0,32.61768,-116.187424,75
Jacumba,A52,normal,California,A52,0,1,32.61768,-116.187424,0
Jacumba,A90,normal,California,A90,0,0,32.61768,-116.187424,70
Jacumba,A60,normal,California,A60,0,0,32.61768,-116.187424,48
Jacumba,A71,normal,California,A71,0,0,32.61768,-116.187424,46
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,15
Jacumba,A25,normal,California,A25,0,0,32.61768,-116.187424,27
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,24
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,56
Jacumba,A13,normal,California,A13,0,0,32.61768,-116.187424,43
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,60
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,75
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,27
Jacumba,A48,normal,California,A48,0,1,32.61768,-116.187424,0
Jacumba,A60,normal,California,A60,0,1,32.61768,-116.187424,0
Jacumba,A67,normal,California,A67,0,0,32.61768,-116.187424,62
Jacumba,A6,normal,California,A6,0,1,32.61768,-116.187424,0
Jacumba,A86,unsafe following distance,California,A86,1,0,32.61768,-116.187424,43
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,51
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,48
Jacumba,A79,normal,California,A79,0,0,32.61768,-116.187424,34
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,55
Jacumba,A21,normal,California,A21,0,1,32.61768,-116.187424,0
Jacumba,A6,normal,California,A6,0,0,32.61768,-116.187424,38
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,58
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,55
Jacumba,A71,normal,California,A71,0,0,32.61768,-116.187424,48
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,31
Jacumba,A79,normal,California,A79,0,1,32.61768,-116.187424,0
Jacumba,A75,normal,California,A75,0,1,32.61768,-116.187424,0
Jacumba,A79,normal,California,A79,0,0,32.61768,-116.187424,67
Jacumba,A83,unsafe following distance,California,A83,1,0,32.61768,-116.187424,40
Jacumba,A79,normal,California,A79,0,0,32.61768,-116.187424,22
Jacumba,A60,normal,California,A60,0,0,32.61768,-116.187424,50
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,33
Jacumba,A83,normal,California,A83,0,0,32.61768,-116.187424,47
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,21
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,21
Jacumba,A98,normal,California,A98,0,1,32.61768,-116.187424,0
Jacumba,A63,normal,California,A63,0,0,32.61768,-116.187424,38
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,53
Jacumba,A79,normal,California,A79,0,1,32.61768,-116.187424,0
Jacumba,A2,normal,California,A2,0,0,32.61768,-116.187424,62
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,37
Jacumba,A94,normal,California,A94,0,1,32.61768,-116.187424,0
Jacumba,A44,normal,California,A44,0,0,32.61768,-116.187424,64
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,56
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,56
Jacumba,A83,normal,California,A83,0,0,32.61768,-116.187424,54
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,45
Jacumba,A79,normal,California,A79,0,1,32.61768,-116.187424,0
Jacumba,A90,normal,California,A90,0,0,32.61768,-116.187424,16
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,33
Jacumba,A67,normal,California,A67,0,1,32.61768,-116.187424,0
Jacumba,A86,normal,California,A86,0,0,32.61768,-116.187424,48
Jacumba,A90,normal,California,A90,0,1,32.61768,-116.187424,0
Jacumba,A71,normal,California,A71,0,0,32.61768,-116.187424,75
Jacumba,A67,normal,California,A67,0,0,32.61768,-116.187424,17
Jacumba,A83,normal,California,A83,0,1,32.61768,-116.187424,0
Jacumba,A90,normal,California,A90,0,0,32.61768,-116.187424,63
Jacumba,A56,normal,California,A56,0,0,32.61768,-116.187424,33
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,75
La Quinta,A38,normal,California,A38,0,0,33.663357,-116.310009,72
La Quinta,A38,normal,California,A38,0,0,33.663357,-116.310009,69
La Quinta,A65,normal,California,A65,0,1,33.663357,-116.310009,0
La Quinta,A26,normal,California,A26,0,0,33.663357,-116.310009,20
La Quinta,A34,normal,California,A34,0,1,33.663357,-116.310009,0
La Quinta,A57,normal,California,A57,0,0,33.663357,-116.310009,68
La Quinta,A34,normal,California,A34,0,0,33.663357,-116.310009,20
La Quinta,A61,normal,California,A61,0,0,33.663357,-116.310009,51
La Quinta,A42,normal,California,A42,0,0,33.663357,-116.310009,25
La Quinta,A65,normal,California,A65,0,0,33.663357,-116.310009,70
La Quinta,A15,normal,California,A15,0,0,33.663357,-116.310009,33
La Quinta,A11,normal,California,A11,0,0,33.663357,-116.310009,39
La Quinta,A7,normal,California,A7,0,0,33.663357,-116.310009,22
La Quinta,A84,normal,California,A84,0,1,33.663357,-116.310009,0
La Quinta,A30,normal,California,A30,0,0,33.663357,-116.310009,69
